x_pos y_pos RA DEC amp e_amp VLSR e_VLSR vel_disp e_vel_disp int_tot e_int_tot rms pvalue aicc rchi2 ncomps ncomp_wmedian ncomp_jumps flag_blended flag_neg_res_peak flag_broad flag_centroid
0 8 1.0000 4.1239 0.4190 0.0156 1.6555 0.3025 2.4724 0.3615 2.5965 0.4902 0.0371 0.2233 -696.4692 1.0505 1 1 0 0 0 0 0
2 8 3.0044 3.6048 0.6761 0.1987 1.3611 1.0544 2.0193 0.9946 3.4222 3.1867 0.0078 0.0000 -1015.4582 1.5193 2 1 0 0 0 0 0
2 8 3.0044 3.6048 0.2023 0.0126 -7.2116 1.9182 2.6705 1.1980 1.3539 0.7295 0.0078 0.0000 -1015.4582 1.5193 2 1 0 0 0 0 0
3 8 4.0050 2.8255 0.3619 0.0191 -9.4147 0.1219 2.7002 0.1847 2.4499 0.3057 0.0048 0.0000 -900.0759 8.2412 2 1 0 0 0 0 1
3 8 4.0050 2.8255 0.6510 0.0055 2.9995 0.0884 2.1583 0.1350 3.5221 0.2519 0.0048 0.0000 -900.0759 8.2412 2 1 0 0 0 0 1
5 8 nan nan 0.1728 0.0258 0.8837 0.6053 3.4523 0.5847 1.4957 0.5140 0.0264 0.0661 -745.5322 1.3076 1 1 0 0 0 0 0
6 8 nan nan 0.5242 2.6989 4.9841 37.4186 1.7113 24.1054 2.2486 206.3293 0.0135 0.0001 -879.3436 1.3955 2 1 0 0 0 0 0
6 8 nan nan 0.2166 1.5540 -0.6484 38.9767 3.2904 13.3619 1.7866 72.1211 0.0135 0.0001 -879.3436 1.3955 2 1 0 0 0 0 0
7 8 nan nan 0.5074 0.0474 4.1394 0.4399 2.0111 0.2398 2.5580 0.5723 0.0460 0.0196 -634.1702 1.2218 1 1 0 0 0 0 0
8 8 nan nan 0.5949 0.1192 1.9101 0.4184 2.4841 0.6204 3.7046 1.8525 0.0759 0.0707 -507.1008 1.2251 1 1 0 0 0 0 0
10 8 nan nan 0.3683 0.0681 2.7584 0.2747 2.3464 0.5171 2.1661 0.9660 0.0318 0.1562 -682.3101 1.1903 1 1 0 0 0 0 0
11 8 nan nan 0.3850 0.0356 4.5985 0.3651 2.3279 0.2372 2.2464 0.4581 0.0365 0.0996 -679.4945 1.0583 1 1 0 0 0 0 0
12 8 nan nan 0.3029 0.0360 4.3610 0.6107 1.9471 0.3096 1.4781 0.4385 0.0374 0.0316 -658.1277 1.2393 1 1 0 0 0 0 0
13 8 nan nan 1.0820 0.1164 4.5447 0.5176 1.9912 0.2776 5.4003 1.4146 0.1160 0.0216 -414.5145 1.3380 1 1 0 0 0 0 0
14 8 nan nan 0.2703 0.0529 -0.9659 1.9418 8.5924 1.9418 5.8217 2.7125 0.0773 0.0000 -467.8154 1.7264 1 1 0 0 0 0 0
15 8 nan nan 0.5985 0.1437 5.1033 0.6695 1.6787 0.4539 2.5183 1.4491 0.0364 0.0010 -691.7495 1.2141 1 1 0 0 0 0 0
16 8 nan nan 1.3672 0.1902 4.8871 0.5813 1.8777 0.3568 6.4350 2.2881 0.1281 0.0011 -401.3175 1.3425 1 1 0 0 0 0 0
17 8 nan nan 0.6208 0.0702 3.8179 0.4338 3.2086 0.4083 4.9932 1.2715 0.0666 0.0000 -537.6440 1.6514 1 1 0 0 0 0 0
0 9 1.0000 4.3598 0.3844 0.0481 0.5803 0.4683 2.7963 0.3740 2.6941 0.7427 0.0457 0.0044 -599.5161 1.4548 1 1 0 0 0 0 0
2 9 3.0050 3.8723 0.2672 0.0079 3.3670 0.5796 2.3435 0.5770 1.5693 0.4445 0.0417 0.1591 -651.8700 0.9927 1 1 0 0 0 0 0
3 9 4.0059 3.1594 0.3350 0.0323 3.8990 0.4524 1.7819 0.2510 1.4964 0.3756 0.0217 0.0045 -760.2078 1.4815 1 1 0 0 0 0 0
4 9 5.0051 1.7241 0.7838 0.1763 -15.1528 0.8433 2.7506 0.6571 5.4038 2.7971 0.1294 0.0000 -298.0896 3.5771 1 1 0 0 0 0 1
5 9 nan nan 0.6362 0.0531 -4.1367 0.3969 4.1211 0.3962 6.5722 1.2332 0.0608 0.0721 -573.0379 1.1770 1 1 0 0 0 0 0
6 9 nan nan 0.3983 0.2318 3.4823 1.3030 1.6709 0.9822 1.6681 2.5221 0.0446 0.3441 -630.1174 1.0721 1 1 0 0 0 0 0
7 9 nan nan 1.2424 0.3852 -0.3435 0.8157 1.7215 0.5817 5.3613 4.0353 0.1098 0.0055 -451.4054 1.0049 1 1 0 0 0 0 0
8 9 nan nan 0.2772 0.0891 2.5688 0.1620 2.3040 0.4831 1.6012 0.9580 0.0130 0.0434 -913.0364 1.1790 2 1 0 0 0 0 0
8 9 nan nan 0.0374 0.0096 -15.2938 3.3515 9.5759 3.7564 0.8979 0.6721 0.0130 0.0434 -913.0364 1.1790 2 1 0 0 0 1 0
9 9 nan nan 0.3217 0.1339 1.4053 0.4383 2.1309 0.4177 1.7185 1.1923 0.0321 0.1378 -707.7128 1.0403 1 1 0 0 0 0 0
10 9 nan nan 0.4954 0.3507 1.5708 0.9045 1.8930 0.9871 2.3507 3.7575 0.0646 0.6079 -524.1378 1.3611 1 1 0 0 0 0 0
11 9 nan nan 0.4155 0.1335 1.4534 0.6757 1.9295 0.6500 2.0097 1.5404 0.0465 0.1507 -625.0764 1.0356 1 1 0 0 0 0 0
12 9 nan nan 1.0680 0.1462 5.3005 0.2616 1.9503 0.2371 5.2212 1.4360 0.0461 0.0159 -658.4139 0.9719 1 1 0 0 0 0 0
13 9 nan nan 0.5245 0.0239 0.7515 0.1759 3.1764 0.1611 4.1763 0.4119 0.0247 0.1544 -759.1479 1.1527 1 1 0 0 0 0 0
14 9 nan nan 0.5558 0.0665 5.2386 0.3321 1.9844 0.2853 2.7649 0.7760 0.0328 0.0030 -729.5319 0.9886 1 1 0 0 0 0 0
15 9 nan nan 0.2381 0.0377 2.0309 0.3365 2.7027 0.4625 1.6132 0.5755 0.0243 0.0002 -757.7589 1.2866 1 1 0 0 0 0 0
16 9 nan nan 0.3790 0.0732 -1.1276 3.4076 15.2880 3.4076 14.5231 6.6656 0.1317 0.0000 -322.1311 2.4493 1 1 0 0 0 1 0
17 9 nan nan 0.5242 2.6989 4.9841 37.4186 1.7113 24.1054 2.2486 206.3292 0.0135 0.0001 -879.3436 1.3955 2 1 0 0 0 0 1
17 9 nan nan 0.2166 1.5540 -0.6484 38.9767 3.2904 13.3619 1.7866 72.1211 0.0135 0.0001 -879.3436 1.3955 2 1 0 0 0 0 1
0 10 1.0000 4.5837 0.3465 0.0725 -0.7532 0.4497 2.2425 0.5523 1.9476 0.9872 0.0385 0.0016 -643.2766 1.2654 1 1 0 0 0 0 0
1 10 2.0031 4.4728 0.3074 0.0338 1.6893 0.2223 2.3884 0.2796 1.8403 0.4417 0.0190 0.0597 -794.0999 1.2038 1 1 0 0 0 0 0
2 10 3.0056 4.1225 0.7714 0.0049 3.4408 0.1293 1.8552 0.1101 3.5874 0.2370 0.0125 0.7911 -1293.2169 0.9871 2 1 0 0 0 0 0
2 10 3.0056 4.1225 0.1043 0.0106 -9.9860 0.7151 5.7811 0.7983 1.5113 0.3838 0.0125 0.7911 -1293.2169 0.9871 2 1 0 0 0 0 0
3 10 4.0069 3.4612 0.5822 0.0631 2.9016 0.2084 2.4596 0.3100 3.5896 0.8903 0.0351 0.0248 -686.4771 1.4055 2 1 0 0 0 0 0
3 10 4.0069 3.4612 0.2763 0.0360 -11.2808 0.5298 2.2954 0.3275 1.5898 0.4638 0.0351 0.0248 -686.4771 1.4055 2 1 0 0 0 0 0
5 10 nan nan 0.2175 0.0077 1.1472 0.1207 2.3737 0.0981 1.2944 0.1011 0.0060 0.0278 -1469.9918 1.0829 1 1 0 0 0 0 0
6 10 nan nan 1.1417 0.2353 3.5177 0.5022 1.7432 0.3779 4.9887 2.3326 0.0607 0.3729 -551.1660 1.3138 1 1 0 0 0 0 0
7 10 nan nan 0.2932 0.0273 0.1181 0.3452 2.8782 0.2906 2.1151 0.4301 0.0294 0.0350 -715.3436 1.1570 1 1 0 0 0 0 0
8 10 nan nan 0.5395 0.0420 0.8249 0.3372 2.0475 0.2014 2.7689 0.5091 0.0392 0.7295 -663.0947 1.0095 1 1 0 0 0 0 0
9 10 nan nan 0.2290 0.0196 3.2524 0.2673 2.7711 0.2825 1.5905 0.3118 0.0164 0.0811 -814.4930 1.0449 1 1 0 0 0 0 0
10 10 nan nan 0.3525 0.0395 3.1255 0.7147 5.5203 0.7147 4.8773 1.2490 0.0489 0.0000 -589.9940 1.5516 1 1 0 0 1 0 0
11 10 nan nan 0.6227 0.2168 3.2090 0.6447 1.9271 0.7251 3.0079 2.5731 0.0643 0.2779 -538.8039 1.1914 1 1 0 0 0 0 0
12 10 nan nan 0.2492 0.0107 4.4330 0.1613 2.8130 0.1294 1.7573 0.1598 0.0086 0.1308 -925.8351 1.5856 2 1 0 0 0 0 0
12 10 nan nan 0.0492 0.0072 -21.8616 1.2435 7.3496 1.2487 0.9068 0.3096 0.0086 0.1308 -925.8351 1.5856 2 1 0 0 0 0 0
14 10 nan nan 0.6162 0.2333 1.7132 0.6088 1.9930 0.8199 3.0782 2.9115 0.0685 0.7506 -521.2592 1.2451 1 1 0 0 0 0 0
15 10 nan nan 0.4279 0.0267 3.1732 0.1293 2.1328 0.1563 2.2874 0.3208 0.0113 0.3510 -885.8806 1.0764 1 1 0 0 0 0 0
16 10 nan nan 0.3567 0.0343 4.7447 0.4113 2.0591 0.2484 1.8412 0.4203 0.0318 0.1260 -685.5087 1.2368 1 1 0 0 0 0 0
17 10 nan nan 0.4510 0.0647 2.8254 0.1317 2.6684 0.1802 3.0166 0.6661 0.0151 0.0000 -886.6666 1.6788 3 1 1 0 0 0 0
17 10 nan nan 0.1741 0.0167 -15.1894 0.4155 3.7188 0.4083 1.6225 0.3508 0.0151 0.0000 -886.6666 1.6788 3 1 1 0 1 0 0
17 10 nan nan 0.0771 0.0177 -34.7321 0.8662 2.9597 0.7341 0.5722 0.3056 0.0151 0.0000 -886.6666 1.6788 3 1 1 0 0 0 0
0 11 1.0000 4.7971 0.8903 0.2917 1.4088 0.5006 1.7965 0.4393 4.0092 2.6150 0.0530 0.3345 -586.6123 1.1599 1 1 0 0 0 0 0
1 11 2.0034 4.6912 0.0103 0.0061 39.4040 3.2799 4.7928 3.2794 0.1242 0.2090 0.0023 0.0000 -1289.3854 3.6763 3 1 0 0 0 0 0
1 11 2.0034 4.6912 0.0105 0.0046 -14.2265 5.2418 9.1757 5.8730 0.2424 0.3290 0.0023 0.0000 -1289.3854 3.6763 3 1 0 0 1 1 0
1 11 2.0034 4.6912 0.1844 0.0080 4.9327 0.1639 2.9911 0.1573 1.3822 0.1355 0.0023 0.0000 -1289.3854 3.6763 3 1 0 0 1 0 0
2 11 3.0062 4.3583 0.9045 0.0495 4.3696 0.3274 1.8229 0.1543 4.1328 0.5950 0.0495 0.0005 -635.7568 0.8240 1 1 0 0 0 0 0
4 11 5.0075 2.6388 0.3241 0.0408 4.7487 0.6419 1.7384 0.3362 1.4124 0.4855 0.0264 0.0064 -722.7847 1.3325 1 1 0 0 0 0 0
5 11 nan nan 0.4809 0.1181 3.4167 0.2648 1.8316 0.2307 2.2079 0.8887 0.0144 0.0464 -830.4838 1.2072 2 1 0 0 0 0 0
5 11 nan nan 0.0700 0.0116 -12.7010 1.3682 6.9864 1.4968 1.2257 0.5083 0.0144 0.0464 -830.4838 1.2072 2 1 0 0 0 0 0
6 11 nan nan 1.4012 0.4202 1.1784 0.6036 1.6681 0.4013 5.8587 3.5891 0.0788 0.2299 -506.7564 1.1963 1 1 0 0 0 0 0
7 11 nan nan 0.7950 0.0473 0.2368 0.3668 1.7543 0.1736 3.4960 0.5744 0.0438 0.0776 -678.5453 0.9465 1 1 0 0 0 0 0
8 11 nan nan 0.7467 0.2005 3.1672 0.5275 2.0832 0.6410 3.8992 2.5690 0.0826 0.0024 -498.6377 1.2895 1 1 0 0 0 0 0
9 11 nan nan 0.6545 0.0808 2.8682 0.2755 2.6267 0.3889 4.3094 1.2488 0.0557 0.2465 -597.0926 1.2047 2 1 0 0 0 0 0
9 11 nan nan 0.2647 0.0512 -11.2808 0.8248 3.6302 0.8226 2.4085 1.1178 0.0557 0.2465 -597.0926 1.2047 2 1 0 0 0 0 0
10 11 nan nan 0.3894 0.0826 3.0059 0.3673 2.0500 0.5570 2.0009 1.0836 0.0272 0.0202 -773.2651 0.9202 2 1 0 0 0 0 0
10 11 nan nan 0.1522 0.0313 -16.3008 0.6945 2.9765 0.7218 1.1354 0.5656 0.0272 0.0202 -773.2651 0.9202 2 1 0 0 0 0 0
11 11 nan nan 0.3424 0.0168 4.8139 0.1935 3.1849 0.1821 2.7336 0.2983 0.0087 0.0000 -963.7493 2.2654 2 1 0 0 0 0 1
11 11 nan nan 0.0861 0.0094 -9.1104 1.3603 6.9957 1.4231 1.5097 0.5057 0.0087 0.0000 -963.7493 2.2654 2 1 0 0 0 0 1
12 11 nan nan 0.6331 0.0646 4.1382 0.3800 2.7365 0.2982 4.3427 0.9646 0.0603 0.0000 -543.2440 1.6652 1 2 0 0 0 0 1
13 11 nan nan 0.3041 0.0159 -9.3521 0.2721 2.9197 0.3469 2.2253 0.3946 0.0221 0.0000 -772.8997 1.7178 2 1 0 0 0 0 0
13 11 nan nan 0.2537 0.0322 3.4447 0.3838 2.2917 0.3581 1.4575 0.4419 0.0221 0.0000 -772.8997 1.7178 2 1 0 0 0 0 0
14 11 nan nan 0.6099 0.0575 3.3969 0.2060 1.7909 0.1793 2.7379 0.5580 0.0117 0.0023 -1261.9031 1.0884 2 1 0 0 0 0 0
14 11 nan nan 0.0552 0.0109 -11.2808 1.4177 6.0914 1.5511 0.8434 0.4228 0.0117 0.0023 -1261.9031 1.0884 2 1 0 0 1 0 0
15 11 nan nan 0.4437 0.0763 2.6595 0.2373 2.3528 0.4940 2.6167 1.0941 0.0331 0.0039 -681.6024 1.4277 1 1 0 0 0 0 0
17 11 nan nan 0.6741 0.1031 -2.9498 0.6078 2.0882 0.3991 3.5284 1.3170 0.0890 0.1452 -481.2380 1.1978 1 1 0 0 0 0 0
0 12 1.0000 5.0015 0.3742 0.1392 3.0480 0.5275 2.0770 0.7513 1.9481 1.6913 0.0436 0.4130 -629.0456 1.2779 1 1 0 0 0 0 0
1 12 2.0037 4.9000 2.3345 3.1373 -0.4186 0.2845 1.8438 0.2287 10.7896 17.6371 0.0957 0.5200 -492.2819 1.0181 1 1 0 0 0 0 0
2 12 3.0068 4.5821 0.4538 0.0894 3.1907 0.2433 1.9591 0.2822 2.2287 0.8230 0.0172 0.0000 -793.7228 1.5947 1 1 0 0 0 0 0
3 12 4.0087 3.9971 0.2452 0.0244 2.2513 0.2365 2.3947 0.7873 1.4719 0.6789 0.0107 0.3295 -925.0123 1.3397 2 1 0 0 0 0 1
3 12 4.0087 3.9971 0.0609 0.0122 -6.2570 4.1875 5.8315 2.9167 0.8908 0.7126 0.0107 0.3295 -925.0123 1.3397 2 1 0 0 0 0 1
4 12 5.0087 2.9932 0.5470 0.0826 5.3676 0.3689 2.0572 0.3672 2.8210 1.0056 0.0419 0.0651 -638.5577 1.2632 1 1 0 0 0 0 0
5 12 nan nan 0.3314 0.0118 4.6572 0.1542 2.0951 0.0909 1.7406 0.1402 0.0117 0.0880 -922.6314 0.9155 1 1 0 0 0 0 0
7 12 nan nan 0.4735 0.0267 1.4173 0.0783 2.1895 0.0761 2.5988 0.2421 0.0073 0.4161 -994.3127 1.1798 1 1 0 0 0 0 0
9 12 nan nan 1.2092 0.5022 3.6121 0.9574 1.6674 0.6383 5.0536 4.8369 0.1025 0.0000 -454.5780 1.1180 1 1 0 0 0 0 0
10 12 nan nan 0.2246 0.0436 -5.3860 2.3341 10.4109 2.3342 5.8600 2.7069 0.0707 0.0000 -499.3955 1.7462 1 1 0 0 1 1 0
11 12 nan nan 0.9474 0.0683 3.7302 0.2515 1.7486 0.1761 4.1524 0.7480 0.0304 0.1378 -756.8712 0.9189 2 1 0 0 0 0 1
11 12 nan nan 0.1246 0.0210 -8.8779 1.6775 6.7809 1.8659 2.1170 1.0387 0.0304 0.1378 -756.8712 0.9189 2 1 0 0 0 0 1
12 12 nan nan 0.3424 0.0151 3.0384 0.0609 2.4442 0.0805 2.0981 0.1647 0.0055 0.0004 -1037.2620 1.3593 1 1 0 0 0 0 0
13 12 nan nan 0.2321 0.0309 3.0901 0.4636 3.1859 0.4861 1.8537 0.5674 0.0295 0.2842 -705.6844 1.1756 1 1 0 0 0 0 0
14 12 nan nan 0.2587 0.0184 2.3472 0.1427 2.7171 0.2111 1.7621 0.2719 0.0112 0.1454 -887.0298 1.4160 1 1 0 0 0 0 0
15 12 nan nan 0.3274 0.0450 5.0980 0.4601 1.9947 0.3484 1.6369 0.5502 0.0274 0.0005 -745.9744 1.2956 1 1 0 0 0 0 0
16 12 nan nan 0.2823 0.0110 5.0417 0.1377 2.8356 0.1243 2.0063 0.1697 0.0082 0.0000 -985.0229 1.5913 1 1 0 0 0 0 0
17 12 nan nan 0.2640 0.0256 0.3312 0.5376 4.8035 0.5375 3.1791 0.6984 0.0289 0.0003 -681.4438 1.6610 1 1 0 0 1 0 0
0 13 1.0000 5.1978 0.7255 0.0300 3.4275 0.0878 1.9800 0.0783 3.6007 0.2971 0.0090 0.0015 -906.7981 1.4615 2 1 0 0 0 0 0
0 13 1.0000 5.1978 0.0815 0.0080 -15.1894 0.7404 6.5511 0.7632 1.3380 0.3021 0.0090 0.0015 -906.7981 1.4615 2 1 0 0 0 0 0
2 13 3.0074 4.7955 0.2380 0.0119 0.5136 0.2295 2.0679 0.1252 1.2335 0.1399 0.0113 0.0425 -898.8268 1.4426 1 1 0 0 0 0 0
3 13 4.0096 4.2398 0.4610 0.0626 4.2888 0.5193 2.5100 0.3607 2.9003 0.8671 0.0614 0.1215 -551.5145 1.4176 1 1 0 0 0 0 0
4 13 5.0100 3.3099 0.7587 0.0213 4.0842 0.1525 1.8320 0.0774 3.4843 0.2493 0.0180 0.0000 -819.4980 1.6945 2 1 0 0 0 0 0
4 13 5.0100 3.3099 0.1477 0.0191 -18.8937 0.4816 2.6674 0.3661 0.9878 0.2805 0.0180 0.0000 -819.4980 1.6945 2 1 0 0 0 0 0
5 13 6.0079 1.3941 0.3391 0.0491 4.1909 0.5463 2.5731 0.3951 2.1874 0.7011 0.0502 0.0481 -586.9611 1.2881 1 1 0 0 0 0 0
6 13 nan nan 1.3694 0.1461 -23.5393 0.5965 4.8414 0.5965 16.6189 4.0389 0.1770 0.0000 -335.5268 1.3069 1 1 0 0 0 0 0
7 13 nan nan 0.5994 0.0685 3.0029 0.1071 2.1905 0.1601 3.2909 0.6439 0.0121 0.0016 -1239.6721 1.3040 1 1 0 0 0 0 0
9 13 nan nan 0.9156 0.0439 1.4284 0.5294 1.9725 0.5011 4.5267 1.4224 0.0852 0.3008 -531.5593 0.8450 1 1 0 0 0 0 0
11 13 nan nan 0.2852 0.0220 -3.5940 0.5323 5.9784 0.5323 4.2740 0.7393 0.0248 0.0023 -1021.2945 1.3263 1 1 0 0 0 0 0
12 13 nan nan 0.8101 0.2078 3.4346 0.5642 1.7936 0.4706 3.6422 2.1349 0.0546 0.0342 -591.4701 1.0433 1 1 0 0 0 0 0
13 13 nan nan 0.4032 0.0068 3.1375 0.0348 2.2663 0.0434 2.2905 0.0834 0.0013 0.0000 -1319.7739 8.2858 1 1 0 0 0 0 0
14 13 nan nan 0.9019 0.1375 -2.6636 0.4905 2.1082 0.4017 4.7662 1.7733 0.0969 0.0048 -490.0105 1.1071 1 1 0 0 0 0 0
15 13 nan nan 0.5367 0.0550 3.2786 0.1806 1.9564 0.1887 2.6319 0.5493 0.0143 0.0200 -840.8878 1.1966 2 1 0 0 0 0 1
15 13 nan nan 0.0822 0.0158 -7.3723 0.7407 3.0697 0.6687 0.6322 0.2860 0.0143 0.0200 -840.8878 1.1966 2 1 0 0 0 0 1
16 13 nan nan 0.1830 0.0180 -5.4700 1.0371 9.1059 1.0371 4.1766 0.9345 0.0212 0.0000 -711.3026 3.7594 1 1 0 0 1 0 0
17 13 nan nan 0.3728 0.0421 3.8198 0.4606 1.9807 0.2935 1.8511 0.5140 0.0328 0.0640 -712.3185 1.0193 1 1 0 0 0 0 0
0 14 1.0000 5.3870 1.3819 0.1327 4.5663 0.3788 2.3393 0.2456 8.1029 1.7105 0.1369 0.0000 -392.4969 1.2764 1 1 0 0 0 0 0
1 14 2.0043 5.2928 0.1711 0.0239 4.2714 0.5322 2.5442 0.3766 1.0913 0.3369 0.0239 0.4278 -762.9220 0.9612 1 1 0 0 0 0 0
2 14 3.0081 4.9998 0.4804 0.1648 1.3361 0.9946 1.8590 0.8283 2.2388 2.1073 0.0683 0.0013 -563.3772 0.8286 1 1 0 0 0 0 0
3 14 4.0105 4.4693 1.0573 0.1321 -7.9457 0.4712 2.1833 0.3332 5.7865 1.7164 0.1096 0.0001 -487.9015 1.3973 2 1 0 0 0 0 1
3 14 4.0105 4.4693 0.8337 0.4073 3.0286 0.7394 2.0033 1.0875 4.1863 5.4278 0.1096 0.0001 -487.9015 1.3973 2 1 0 0 0 0 1
4 14 5.0112 3.5988 0.6373 0.0560 5.3062 0.3332 3.2712 0.3321 5.2260 1.0368 0.0554 0.1510 -577.2386 1.3621 1 1 0 0 0 0 0
6 14 nan nan 0.3236 0.0463 1.2006 0.4782 2.2476 0.3906 1.8233 0.6233 0.0371 0.3483 -713.5718 1.2096 1 1 0 0 0 0 0
7 14 nan nan 0.4220 0.0156 2.9057 0.0587 2.3219 0.0945 2.4560 0.1944 0.0048 0.0000 -1510.5596 1.6836 1 1 0 0 0 0 0
8 14 nan nan 0.5000 0.0181 3.6338 0.1250 2.0603 0.0942 2.5824 0.2158 0.0114 0.0840 -927.3524 1.2792 1 1 0 0 0 0 0
9 14 nan nan 0.3625 49.2703 2.7405 0.2486 2.1389 0.9074 1.9435 377.0420 0.0200 0.7028 -809.1228 1.1367 2 1 0 0 0 0 0
9 14 nan nan 0.1319 0.0156 -5.7514 2.5160 6.6202 1.9251 2.1895 0.9716 0.0200 0.7028 -809.1228 1.1367 2 1 0 0 0 0 0
10 14 nan nan 0.9478 0.0770 3.5505 0.2018 1.6680 0.1423 3.9628 0.6877 0.0128 0.0000 -838.7490 1.6705 2 1 0 0 0 0 0
10 14 nan nan 0.4351 0.0165 -16.3753 0.1438 3.3276 0.1472 3.6291 0.3041 0.0128 0.0000 -838.7490 1.6705 2 1 0 0 0 0 0
11 14 nan nan 0.7987 0.1595 2.8597 0.3005 2.2485 0.5359 4.5017 2.1861 0.0613 0.0000 -518.6948 1.5947 1 1 0 0 0 0 0
14 14 nan nan 0.2275 0.0904 3.3913 0.8002 1.7596 0.6886 1.0034 0.9474 0.0167 0.0001 -774.4374 2.1877 1 1 0 0 0 0 0
15 14 nan nan 0.2462 0.0278 3.3406 0.3672 2.8693 0.3717 1.7706 0.4556 0.0255 0.0009 -735.3948 1.1806 1 1 0 0 0 0 0
16 14 nan nan 0.5891 0.0590 2.6228 0.1664 2.4355 0.3588 3.5961 0.9427 0.0272 0.0000 -698.1812 1.6366 2 1 0 0 0 0 0
16 14 nan nan 0.1253 0.0281 -7.3723 1.1866 3.7150 1.2034 1.1665 0.7239 0.0272 0.0000 -698.1812 1.6366 2 1 0 0 0 0 0
17 14 nan nan 0.1730 0.0465 -16.5572 1.2026 3.8856 1.2097 1.6847 1.1186 0.0332 0.0000 -578.4896 4.3631 1 1 0 0 0 0 0
0 15 1.0000 5.5698 0.2593 0.0222 2.3090 0.2301 2.8987 0.2944 1.8843 0.3689 0.0135 0.0000 -782.6258 2.4638 1 1 0 0 0 0 0
1 15 2.0046 5.4787 0.3182 0.0273 3.9513 0.3372 2.2466 0.2224 1.7918 0.3465 0.0268 0.2776 -733.7625 1.1626 1 1 0 0 0 0 0
2 15 3.0087 5.1961 0.4575 0.0830 1.6052 0.3700 2.1779 0.4375 2.4977 1.0460 0.0400 0.0590 -663.3120 1.2347 1 1 0 0 0 0 0
3 15 4.0115 4.6877 0.3541 0.0088 0.5178 0.1444 5.0070 0.1444 4.4446 0.2424 0.0100 0.0000 -906.9023 1.8617 1 1 0 0 0 0 0
4 15 5.0124 3.8663 0.6140 0.1749 3.3376 0.2282 2.0570 0.2271 3.1657 1.3510 0.0268 0.2821 -705.3558 1.5279 1 1 0 0 0 0 0
5 15 6.0109 2.4349 1.2502 0.0833 1.0171 0.2363 2.5730 0.1907 8.0632 1.1748 0.0756 0.0000 -496.3546 1.5019 1 1 0 0 0 0 0
6 15 nan nan 0.1987 0.0549 3.1580 0.4730 2.0937 0.5818 1.0426 0.6576 0.0207 0.5053 -801.6877 1.0968 1 1 0 0 0 0 0
7 15 nan nan 0.3559 0.0096 0.5459 0.1523 4.8745 0.1522 4.3482 0.2571 0.0111 0.0001 -903.9843 1.5540 1 1 0 0 0 0 0
8 15 nan nan 0.5773 0.0161 3.1637 0.0610 2.2401 0.0742 3.2418 0.2007 0.0083 0.0012 -946.5877 1.5552 1 1 0 0 0 0 0
9 15 nan nan 0.2216 0.0458 -5.0288 3.0672 12.8554 3.0672 7.1415 3.5316 0.0808 0.0000 -486.1428 1.8654 1 1 0 0 0 1 0
10 15 nan nan 1.2132 0.0775 4.7273 0.2424 3.0944 0.2190 9.4099 1.3094 0.0749 0.0000 -491.6355 1.5292 1 1 0 0 0 0 0
11 15 nan nan 0.3091 0.0248 -1.1326 0.6147 6.6427 0.6147 5.1468 0.9270 0.0294 0.0001 -654.8468 1.6036 1 1 0 0 1 0 0
12 15 nan nan 0.4546 0.0478 2.6924 0.4266 3.5634 0.4393 4.0601 0.9804 0.0505 0.1396 -614.4932 1.1565 1 1 0 0 0 0 0
13 15 nan nan 0.5041 0.2799 1.7194 0.6339 2.0713 0.8658 2.6173 3.1551 0.0683 0.0643 -565.1974 0.9069 1 1 0 0 0 0 0
14 15 nan nan 0.9735 0.1049 1.6611 0.3711 3.1544 0.3876 7.6973 1.8771 0.0986 0.5480 -456.9446 1.1814 1 1 0 0 0 0 0
15 15 nan nan 0.4111 0.0134 3.4519 0.1074 2.7216 0.1035 2.8047 0.2019 0.0115 0.0060 -918.4195 0.9073 1 1 0 0 0 0 0
16 15 nan nan 0.4549 0.1505 5.6326 0.5315 2.2014 0.7235 2.5101 1.9281 0.0577 0.1007 -559.5329 1.2050 1 1 0 0 0 0 0
17 15 nan nan 0.3625 49.2686 2.7405 0.2486 2.1389 0.9074 1.9435 377.0281 0.0200 0.7028 -809.1228 1.1367 2 1 0 0 0 0 0
17 15 nan nan 0.1319 0.0156 -5.7514 2.5160 6.6202 1.9252 2.1895 0.9716 0.0200 0.7028 -809.1228 1.1367 2 1 0 0 0 0 0
1 16 2.0049 5.6586 0.3447 0.0251 1.5631 0.1867 2.4284 0.2078 2.0983 0.3452 0.0179 0.6935 -820.7706 1.0454 1 1 0 0 0 0 0
3 16 4.0124 4.8963 0.3987 0.0103 4.3935 0.0965 2.8255 0.0777 2.8236 0.1523 0.0096 0.3302 -954.4031 1.0875 1 1 0 0 0 0 0
4 16 5.0136 4.1164 0.2427 0.0061 5.0840 0.1367 3.1440 0.1310 1.9123 0.1298 0.0030 0.0000 -1255.1483 4.2373 2 1 0 0 1 0 0
4 16 5.0136 4.1164 0.0373 0.0071 -17.3752 1.1139 5.0501 1.1154 0.4724 0.2145 0.0030 0.0000 -1255.1483 4.2373 2 1 0 0 1 0 0
5 16 6.0124 2.8146 0.4529 0.0860 1.1862 0.1890 1.6936 0.1280 1.9226 0.5380 0.0070 0.0394 -1466.3624 1.0638 1 1 0 0 0 0 0
