	velocity	Amplitude
0	-183.64556548700003	0.45809922
1	-179.72958105961	0.4626359
2	-175.81359663222003	0.44983038
3	-171.89761220483	0.45618108
4	-167.98162777744	0.45117363
5	-164.06564335005004	0.4580842
6	-160.14965892266002	0.46421316
7	-156.23367449527	0.45968232
8	-152.31769006788002	0.45223343
9	-148.40170564049	0.45118624
10	-144.48572121310002	0.4585085
11	-140.56973678571003	0.45479557
12	-136.65375235832002	0.46039802
13	-132.73776793093	0.45679283
14	-128.82178350354002	0.46090895
15	-124.90579907615003	0.4468281
16	-120.98981464876002	0.459092
17	-117.07383022137002	0.45567596
18	-113.15784579398002	0.44765222
19	-109.24186136659002	0.45784894
20	-105.32587693920001	0.4642604
21	-101.40989251181001	0.45586208
22	-97.49390808442003	0.45973933
23	-93.57792365703001	0.4658287
24	-89.66193922964001	0.46085355
25	-85.74595480225003	0.46950644
26	-81.82997037486001	0.46828076
27	-77.91398594747002	0.45774558
28	-73.99800152008002	0.4584192
29	-70.08201709269002	0.4556186
30	-66.16603266530002	0.46554774
31	-62.250048237910015	0.4596062
32	-58.33406381052002	0.4474225
33	-54.41807938313003	0.45573956
34	-50.502094955740034	0.4615338
35	-46.58611052835002	0.45449886
36	-42.67012610096001	0.45612645
37	-38.75414167357003	0.45510706
38	-34.838157246180025	0.45832607
39	-30.922172818790017	0.4545294
40	-27.006188391400006	0.45450795
41	-23.090203964010026	0.4509622
42	-19.17421953662002	0.45618385
43	-15.258235109230009	0.4576148
44	-11.34225068184003	0.45063233
45	-7.42626625445002	0.46399596
46	-3.510281827060011	0.44394454
47	0.40570260032996885	0.4517166
48	4.321687027719978	0.46420196
49	8.237671455109986	0.4601449
50	12.153655882499967	0.45951095
51	16.069640309889976	0.4415503
52	19.985624737279984	0.46140775
53	23.901609164669964	0.4486788
54	27.817593592059975	0.45616987
55	31.733578019449983	0.4559516
56	35.649562446839965	0.4588029
57	39.56554687422997	0.45660928
58	43.48153130161998	0.46110016
59	47.39751572900999	0.4589211
60	51.31350015639997	0.45528063
61	55.229484583789976	0.46204665
62	59.14546901117998	0.45100534
63	63.06145343856996	0.45316204
64	66.97743786595997	0.4528984
65	70.89342229334999	0.44932443
66	74.80940672073996	0.4575462
67	78.72539114812997	0.4592677
68	82.64137557551996	0.4486333
69	86.55736000290999	0.4586621
70	90.47334443029997	0.45060855
71	94.38932885768995	0.45105112
72	98.30531328507999	0.45737687
73	102.22129771246996	0.45457816
74	106.13728213985995	0.45590106
75	110.05326656724999	0.457768
76	113.96925099463996	0.4444686
77	117.88523542202995	0.4470213
78	121.80121984941998	0.4595999
79	125.71720427680997	0.45793933
80	129.6331887042	0.45160586
81	133.54917313158998	0.45397642
82	137.46515755897997	0.45244703
83	141.38114198637	0.4579014
84	145.29712641375997	0.4569738
85	149.21311084114996	0.4573203
86	153.12909526854	0.45771223
87	157.04507969592999	0.45713434
88	160.96106412331994	0.45756748
89	164.87704855071	0.46194142
90	168.79303297809997	0.45505074
91	172.70901740548996	0.46250746
92	176.62500183288	0.45972875
93	180.54098626026996	0.4618946
94	184.45697068765995	0.46453032
95	188.37295511505	0.4677556
96	192.28893954243998	0.4553294
97	196.20492396982996	0.45769474
98	200.12090839721998	0.45573246
99	204.03689282460996	0.45616388
100	207.95287725199995	0.45738867
101	211.86886167939	0.46260044
102	215.78484610677995	0.4602868
103	219.70083053416994	0.47129428
104	223.61681496155998	0.46209496
105	227.53279938894997	0.46014255
106	231.44878381633995	0.4518644
107	235.36476824372997	0.4588304
108	239.28075267111996	0.45706958
109	243.19673709850994	0.44979733
110	247.11272152589999	0.4586144
111	251.02870595328997	0.4620933
112	254.94469038067993	0.45162854
113	258.86067480807	0.4584483
114	262.77665923546	0.4591504
115	266.69264366285	0.45193806
116	270.60862809023996	0.45095354
117	274.52461251763	0.45941046
118	278.44059694502005	0.4622419
119	282.35658137240995	0.46683493
120	286.27256579979996	0.45930147
121	290.18855022719004	0.45812958
122	294.10453465457994	0.4563648
123	298.02051908196995	0.45853773
124	301.93650350936	0.46263963
125	305.8524879367499	0.45759207
126	309.76847236414	0.45621216
127	313.68445679153	0.45598382
128	317.6004412189199	0.46092895
129	321.51642564631	0.45517904
130	325.4324100737	0.47120675
131	329.34839450108996	0.45786098
132	333.26437892847997	0.45736697
133	337.18036335587	0.46299222
134	341.09634778325994	0.45911568
135	345.01233221064996	0.46059355
136	348.9283166380399	0.47333562
137	352.84430106542993	0.46552253
138	356.76028549281995	0.45885122
139	360.6762699202099	0.45842463
