	velocity	Amplitude
0	-112.763072177	0.51608056
1	-112.55696821721499	0.5587172
2	-112.35086425742999	0.5609661
3	-112.14476029764499	0.507894
4	-111.93865633786	0.5562278
5	-111.732552378075	0.5195607
6	-111.52644841828999	0.5367819
7	-111.32034445850499	0.55285114
8	-111.11424049872	0.5268464
9	-110.908136538935	0.5390272
10	-110.70203257914999	0.525214
11	-110.49592861936499	0.54517436
12	-110.28982465958	0.5774743
13	-110.083720699795	0.57318515
14	-109.87761674001	0.54740304
15	-109.67151278022499	0.50258774
16	-109.46540882043999	0.51053417
17	-109.259304860655	0.5206977
18	-109.05320090087	0.51970017
19	-108.847096941085	0.552667
20	-108.64099298129999	0.5547512
21	-108.434889021515	0.55178523
22	-108.22878506173	0.5160255
23	-108.022681101945	0.5297452
24	-107.81657714216	0.5286909
25	-107.61047318237499	0.5367907
26	-107.40436922259	0.5295952
27	-107.198265262805	0.5455337
28	-106.99216130302	0.57409
29	-106.78605734323499	0.5226542
30	-106.57995338344999	0.5153582
31	-106.373849423665	0.5463371
32	-106.16774546388	0.56521344
33	-105.961641504095	0.519286
34	-105.75553754430999	0.5143081
35	-105.54943358452499	0.5331836
36	-105.34332962474	0.5325093
37	-105.137225664955	0.51800907
38	-104.93112170517	0.5097544
39	-104.72501774538499	0.52755463
40	-104.51891378559999	0.5204652
41	-104.312809825815	0.5391041
42	-104.10670586603	0.51774985
43	-103.90060190624499	0.55294055
44	-103.69449794645999	0.52651924
45	-103.488393986675	0.5221191
46	-103.28229002689	0.5218801
47	-103.076186067105	0.5255061
48	-102.87008210731999	0.54091007
49	-102.66397814753499	0.56169444
50	-102.45787418775	0.54553455
51	-102.251770227965	0.5009008
52	-102.04566626818	0.54196894
53	-101.83956230839499	0.51428103
54	-101.63345834861	0.5824559
55	-101.427354388825	0.55057347
56	-101.22125042904	0.5170877
57	-101.01514646925499	0.5174278
58	-100.80904250946999	0.5275252
59	-100.602938549685	0.53176427
60	-100.3968345899	0.5446689
61	-100.190730630115	0.5294007
62	-99.98462667032999	0.52892894
63	-99.77852271054499	0.51440954
64	-99.57241875076	0.5236372
65	-99.366314790975	0.51872444
66	-99.16021083119	0.5446401
67	-98.95410687140499	0.5075181
68	-98.74800291161999	0.49822903
69	-98.541898951835	0.524733
70	-98.33579499205	0.53309405
71	-98.12969103226499	0.5663907
72	-97.92358707247999	0.5046389
73	-97.71748311269499	0.53936064
74	-97.51137915291	0.5271388
75	-97.305275193125	0.5171058
76	-97.09917123333999	0.5523569
77	-96.89306727355499	0.5679987
78	-96.68696331377	0.52321833
79	-96.480859353985	0.5514646
80	-96.2747553942	0.5332399
81	-96.06865143441499	0.5424616
82	-95.86254747463	0.5272157
83	-95.656443514845	0.49019182
84	-95.45033955506	0.50515145
85	-95.24423559527499	0.5458604
86	-95.03813163548999	0.5042634
87	-94.832027675705	0.5527138
88	-94.62592371592	0.51268685
89	-94.419819756135	0.5081702
90	-94.21371579634999	0.5632266
91	-94.00761183656499	0.5260777
92	-93.80150787678	0.5385441
93	-93.595403916995	0.537584
94	-93.38929995721	0.5374589
95	-93.18319599742499	0.5568446
96	-92.97709203763999	0.513405
97	-92.770988077855	0.5722841
98	-92.56488411807	0.5060152
99	-92.35878015828499	0.5298361
100	-92.15267619849999	0.5762355
101	-91.94657223871499	0.53698206
102	-91.74046827893	0.5550357
103	-91.534364319145	0.52190524
104	-91.32826035935999	0.49078405
105	-91.12215639957499	0.56746674
106	-90.91605243978998	0.5581768
107	-90.709948480005	0.5370865
108	-90.50384452022	0.564816
109	-90.29774056043499	0.55016774
110	-90.09163660065	0.52769417
111	-89.885532640865	0.5294736
112	-89.67942868108	0.5533801
113	-89.473324721295	0.5022927
114	-89.26722076150999	0.5578023
115	-89.061116801725	0.5140553
116	-88.85501284194	0.5225436
117	-88.648908882155	0.55409354
118	-88.44280492236999	0.5389882
119	-88.23670096258499	0.5528489
120	-88.03059700280001	0.52583843
121	-87.824493043015	0.53366876
122	-87.61838908323	0.54005754
123	-87.41228512344499	0.5197945
124	-87.20618116365999	0.48121107
125	-87.000077203875	0.57909817
126	-86.79397324409	0.5332616
127	-86.587869284305	0.52635753
128	-86.38176532451999	0.5385612
129	-86.17566136473499	0.512191
130	-85.96955740495	0.5240618
131	-85.763453445165	0.5565263
132	-85.55734948537999	0.55133045
133	-85.35124552559499	0.55778056
134	-85.14514156581	0.5645374
135	-84.939037606025	0.5673056
136	-84.73293364624	0.50996715
137	-84.52682968645499	0.5427157
138	-84.32072572667	0.53519404
139	-84.11462176688498	0.5150639
140	-83.9085178071	0.51408356
141	-83.702413847315	0.5362288
142	-83.49630988752999	0.52883303
143	-83.290205927745	0.55485564
144	-83.08410196796	0.5612434
145	-82.877998008175	0.5088304
146	-82.67189404838999	0.54032695
147	-82.46579008860499	0.52451223
148	-82.25968612882001	0.5447821
149	-82.053582169035	0.5504521
150	-81.84747820925	0.53298783
151	-81.64137424946499	0.54290974
152	-81.43527028967999	0.51063764
153	-81.229166329895	0.5444335
154	-81.02306237011	0.5266183
155	-80.816958410325	0.5647045
156	-80.61085445053999	0.5424562
157	-80.40475049075499	0.5232526
158	-80.19864653097	0.5299258
159	-79.992542571185	0.55074036
160	-79.78643861139999	0.510631
161	-79.580334651615	0.5274038
162	-79.37423069183	0.5271091
163	-79.168126732045	0.5142563
164	-78.96202277226	0.55968565
165	-78.75591881247499	0.5276991
166	-78.54981485269	0.5524563
167	-78.34371089290498	0.53677607
168	-78.13760693312	0.5176791
169	-77.931502973335	0.5296487
170	-77.72539901354999	0.5190559
171	-77.519295053765	0.5328534
172	-77.31319109397998	0.522468
173	-77.107087134195	0.56663144
174	-76.90098317440999	0.53336686
175	-76.69487921462499	0.5302583
176	-76.48877525484001	0.5517021
177	-76.28267129505498	0.5793243
178	-76.07656733527	0.59633726
179	-75.87046337548499	0.5669689
180	-75.66435941569999	0.53165686
181	-75.45825545591501	0.53639984
182	-75.25215149612998	0.5118433
183	-75.046047536345	0.50211126
184	-74.83994357655999	0.54634196
185	-74.63383961677499	0.5598894
186	-74.42773565699	0.51452553
187	-74.221631697205	0.5074537
188	-74.01552773742	0.5434298
189	-73.80942377763499	0.52012867
190	-73.60331981785	0.5502093
191	-73.397215858065	0.52898073
192	-73.19111189828	0.53775626
193	-72.98500793849499	0.5641076
194	-72.77890397871	0.48227578
195	-72.572800018925	0.49745655
196	-72.36669605914	0.5004494
197	-72.160592099355	0.5545937
198	-71.95448813956999	0.5331899
199	-71.748384179785	0.5407491
200	-71.54228021999998	0.55955017
201	-71.336176260215	0.5615272
202	-71.13007230043	0.5745884
203	-70.92396834064499	0.5375965
204	-70.71786438086001	0.5064327
205	-70.51176042107498	0.5096202
206	-70.30565646129	0.5360259
207	-70.09955250150499	0.5080002
208	-69.89344854171999	0.5212567
209	-69.68734458193501	0.5145201
210	-69.48124062214998	0.52742
211	-69.275136662365	0.5506363
212	-69.06903270257999	0.5080313
213	-68.86292874279499	0.57032955
214	-68.65682478301	0.51165855
215	-68.450720823225	0.5492143
216	-68.24461686344	0.5097017
217	-68.03851290365499	0.5306419
218	-67.83240894386999	0.5372614
219	-67.626304984085	0.5477746
220	-67.4202010243	0.52977896
221	-67.21409706451499	0.5660281
222	-67.00799310473	0.51593256
223	-66.801889144945	0.56053525
224	-66.59578518516	0.5106508
225	-66.389681225375	0.51920056
226	-66.18357726558999	0.5599038
227	-65.977473305805	0.558296
228	-65.77136934601998	0.5321356
229	-65.565265386235	0.55811965
230	-65.35916142645	0.55692273
231	-65.15305746666499	0.5014663
232	-64.94695350687999	0.5488028
233	-64.740849547095	0.5467298
234	-64.53474558731	0.53008366
235	-64.32864162752499	0.5233156
236	-64.12253766773999	0.5818606
237	-63.916433707954994	0.5559963
238	-63.71032974816999	0.53613305
239	-63.50422578838499	0.56200236
240	-63.298121828599996	0.5217286
241	-63.092017868815	0.49404
242	-62.885913909029995	0.5033313
243	-62.67980994924499	0.5455521
244	-62.473705989459994	0.5387897
245	-62.26760202967499	0.60212135
246	-62.06149806988999	0.49574202
247	-61.855394110104996	0.5527198
248	-61.64929015032	0.5535961
249	-61.443186190534995	0.5464111
250	-61.23708223074999	0.5036573
251	-61.030978270964994	0.5252325
252	-60.82487431117999	0.55195904
253	-60.618770351395	0.52910566
254	-60.412666391609996	0.50899094
255	-60.206562431825	0.522766
256	-60.000458472039995	0.5733356
257	-59.79435451225499	0.5144828
258	-59.588250552469994	0.5281104
259	-59.38214659268499	0.52299976
260	-59.1760426329	0.58613753
261	-58.969938673114996	0.5385795
262	-58.76383471333	0.5292226
263	-58.557730753544995	0.5116487
264	-58.35162679375999	0.538295
265	-58.145522833974994	0.5546009
266	-57.93941887418999	0.52475053
267	-57.733314914405	0.5096799
268	-57.527210954619996	0.56545585
269	-57.321106994835	0.53075373
270	-57.115003035049995	0.5347129
271	-56.90889907526499	0.5643431
272	-56.702795115479994	0.52535754
273	-56.49669115569499	0.50068027
274	-56.29058719591	0.5386562
275	-56.084483236124996	0.57865787
276	-55.87837927634	0.526773
277	-55.672275316554995	0.54049253
278	-55.46617135676999	0.54481846
279	-55.260067396984994	0.53072524
280	-55.05396343719999	0.5334023
281	-54.847859477415	0.54228157
282	-54.641755517629996	0.52484876
283	-54.43565155784499	0.5190836
284	-54.229547598059995	0.5517121
285	-54.02344363827499	0.5608476
286	-53.817339678489994	0.49656796
287	-53.61123571870499	0.52303565
288	-53.40513175892	0.560344
289	-53.199027799134996	0.58284533
290	-52.99292383934999	0.5533751
291	-52.786819879564995	0.52765375
292	-52.58071591977999	0.5128879
293	-52.37461195999499	0.54795164
294	-52.16850800021	0.5038239
295	-51.962404040425	0.5380738
296	-51.756300080639996	0.55408925
297	-51.55019612085499	0.51662385
298	-51.344092161069995	0.55124426
299	-51.13798820128499	0.5242288
300	-50.93188424149999	0.523023
301	-50.725780281715	0.5260201
302	-50.51967632193	0.55662787
303	-50.313572362144996	0.54342926
304	-50.10746840235999	0.5010192
305	-49.901364442574994	0.5477578
306	-49.69526048278999	0.545621
307	-49.48915652300499	0.5264367
308	-49.28305256322	0.5085376
309	-49.076948603435	0.52804846
310	-48.870844643649995	0.54763633
311	-48.66474068386499	0.50796974
312	-48.458636724079994	0.5569754
313	-48.25253276429499	0.551395
314	-48.04642880450999	0.5627567
315	-47.840324844725	0.57158023
316	-47.63422088494	0.53669083
317	-47.428116925154995	0.5389324
318	-47.22201296537	0.47892606
319	-47.015909005584994	0.5191582
320	-46.80980504579999	0.5292065
321	-46.603701086014986	0.56211317
322	-46.39759712623	0.56012934
323	-46.191493166445	0.528241
324	-45.985389206659995	0.5704686
325	-45.77928524687499	0.51524967
326	-45.57318128708999	0.5412632
327	-45.367077327305	0.56193995
328	-45.16097336751999	0.5295549
329	-44.954869407734996	0.5590681
330	-44.74876544794999	0.58617264
331	-44.54266148816499	0.5468849
332	-44.33655752838	0.5433159
333	-44.130453568594994	0.54335576
334	-43.92434960880999	0.5574005
335	-43.718245649024986	0.59365284
336	-43.51214168924	0.55216324
337	-43.306037729455	0.5141837
338	-43.099933769669995	0.54773194
339	-42.89382980988499	0.55870336
340	-42.68772585009999	0.51779366
341	-42.481621890315	0.5167584
342	-42.27551793053	0.51982605
343	-42.069413970744996	0.52483
344	-41.86331001095999	0.5401623
345	-41.65720605117499	0.5381091
346	-41.45110209139	0.54546136
347	-41.244998131604994	0.55889153
348	-41.03889417181999	0.551119
